ID,ResponseId,d0_s0,Consent,beh1p,beh2p,beh3p,beh4p,beh5p,beh6p,beh7p,beh8p,beh9p,beh10p,beh11p,beh12p,beh13p,beh14p,beh15p,beh16p,beh17n,beh18n,beh19n,beh20n,beh21n,beh22n,beh23n,beh24n,beh25n,beh26n,beh27n,beh28n,beh29n,beh30n,Attention_check,beh31n,beh32n,beh33neut,beh34neut,beh35neut,beh36neut,beh37neut,beh38neut,beh39neut,beh40neut,DO_1,DO_2,DO_3,DO_4,DO_5,DO_6,DO_7,DO_8,DO_9,DO_10,DO_11,DO_12,DO_13,DO_14,DO_15,DO_16,DO_17,DO_18,DO_19,DO_20,DO_21,DO_22,DO_23,DO_24,DO_25,DO_26,DO_27,DO_28,DO_29,DO_30,DO_31,DO_32,DO_33,DO_34,DO_35,DO_36,DO_37,DO_38,DO_39,DO_40,DO_41,Gender,Age,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,employed,FT_years
129,R_214HgWTtDhwQuyZ,1,1,6,7,6,6,7,7,7,6,7,7,7,7,6,6,6,6,1,1,1,2,7,2,1,1,2,1,1,1,7,1,2,1,7,4,4,4,4,4,4,6,5,34,2,21,22,16,41,4,9,15,14,17,19,18,38,27,28,13,29,33,39,37,35,32,30,7,6,31,5,36,23,10,25,3,20,26,24,12,40,11,1,8,1,31, , , , ,1, , ,1,7
130,R_2YbuK5w09MtRfIk,1,1,7,7,7,6,7,7,7,5,6,7,7,7,5,6,6,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,5,5,4,5,5,4,3,4,2,15,37,8,5,13,30,12,17,4,29,25,7,19,38,28,11,21,22,41,24,16,39,35,27,18,31,26,34,6,1,23,14,36,9,32,20,3,40,10,33,2,31, , , , ,1, , ,1,11
131,R_1qezaM2tYOvH994,1,1,7,7,6,7,7,7,7,7,6,7,7,7,6,7,7,7,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,30,26,41,22,35,3,4,17,6,14,10,37,2,32,29,36,1,15,7,13,18,33,12,34,31,9,23,11,24,16,40,21,39,38,27,8,28,19,20,5,25,2,33, , , , ,1, , ,3,15
132,R_1g09GDywka3UMpw,1,1,7,6,6,6,6,6,7,6,6,6,6,6,6,6,5,7,1,3,1,2,1,3,2,3,1,1,1,3,1,2,2,2,2,4,4,4,4,4,4,4,4,17,19,26,2,14,33,39,12,9,24,25,41,1,35,34,30,15,20,37,4,31,10,6,8,36,3,7,29,5,11,38,40,22,18,32,23,27,16,28,13,21,2,30, , , , ,1, , ,1,10
133,R_3pbF5t5H3fg0aVH,1,1,4,5,2,5,3,5,2,3,4,2,5,3,2,3,4,5,3,2,3,3,4,3,2,3,4,3,2,3,2,3,2,3,2,4,2,1,3,5,3,3,5,2,17,12,15,32,37,7,20,23,35,13,26,19,28,27,36,33,31,21,6,39,30,5,16,41,18,3,1,29,10,9,4,34,40,11,8,24,22,14,38,25,2,27, , , , ,1, , ,1,3
134,R_1FfAx0dwUS8g5Rd,1,1,7,5,6,6,5,5,6,6,6,6,5,6,6,6,6,7,6,5,6,5,5,6,7,6,5,6,7,5,6,6,5,6,5,6,5,4,6,6,6,5,5,16,26,36,33,35,31,14,40,37,28,20,23,12,22,17,9,27,13,29,24,11,8,15,7,21,1,4,32,5,3,18,19,2,34,6,25,30,10,41,38,39,2,25, , , , ,1, , ,1,4
135,R_21zVKhCIx2JJNJJ,1,1,6,6,5,7,7,7,6,5,5,6,4,7,5,5,5,6,5,6,7,6,7,6,6,5,5,6,5,6,5,6,7,4,4,6,5,6,6,5,5,5,6,28,19,14,26,7,6,40,30,36,4,13,33,18,23,2,25,29,9,41,3,34,39,31,38,21,17,22,24,37,8,27,12,15,20,1,35,5,11,10,16,32,2,23, ,1, , , , , ,1,3
136,R_xaZrfTsROozLq13,1,1,7,7,5,6,5,6,1,5,7,6,6,6,6,5,7,6,4,1,1,3,2,4,3,2,2,2,2,2,2,3,2,3,2,4,4,4,4,4,4,4,4,12,1,7,15,36,20,9,37,24,29,35,23,18,25,10,11,28,32,2,16,41,3,22,39,8,14,27,40,33,13,6,4,31,21,30,34,19,38,26,17,5,1, , , , , ,1, , ,1,6
137,R_3e3RD5bSPxGaClc,1,1,4,5,5,4,7,5,6,6,5,5,6,4,6,4,6,4,4,5,7,5,5,6,5,7,5,4,6,7,4,5,2,4,6,6,4,5,5,7,6,5,5,31,33,24,26,11,32,9,17,23,41,21,1,35,2,36,25,27,38,20,3,16,8,22,19,15,4,29,12,34,39,40,7,37,13,6,30,28,18,10,5,14,1,32, , , , ,1, , ,1,7
138,R_1HbYYDMSLCLMyct,1,1,7,7,7,4,7,7,6,7,7,7,6,7,7,7,7,6,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,4,4,4,4,4,4,1,4,40,21,36,18,31,1,17,27,34,20,30,24,19,5,15,26,14,29,23,38,11,10,32,41,22,7,33,8,16,2,3,6,9,12,25,4,35,28,37,39,13,2,23, , , , ,1, , ,1,3
139,R_2vdAYiRuL0Bvx8m,1,1,5,5,5,3,5,5,2,5,2,5,3,6,6,1,2,4,6,5,3,2,5,1,5,4,5,7,6,3,3,5,2,3,2,2,7,6,7,6,3,6,5,38,27,18,39,26,29,21,2,25,24,34,16,37,12,30,13,33,17,15,22,6,14,35,20,31,28,36,1,7,40,5,19,9,8,3,10,41,23,11,4,32,1,26, , , , ,1, , ,1,6
140,R_2QzKc5PeAtBEGMQ,1,1,5,6,6,6,7,7,6,6,7,7,7,7,6,7,7,5,1,1,1,2,3,3,1,2,1,1,1,2,1,1,2,1,2,4,4,4,4,4,4,4,4,21,30,32,1,40,17,25,23,22,20,16,36,39,4,33,24,11,38,34,2,8,6,7,10,37,13,31,18,3,9,26,12,41,29,15,35,28,5,14,19,27,1,39, ,1, , , , , ,1,17
141,R_rcNRze9lrnGXUOZ,1,1,7,6,7,7,6,4,7,4,6,6,4,7,7,6,7,7,1,1,2,2,4,1,2,1,1,1,7,4,1,1,2,4,1,4,4,4,4,4,4,6,4,1,39,10,41,32,38,3,35,29,34,37,26,16,31,14,25,7,9,20,12,17,15,19,23,4,28,18,33,22,6,13,40,27,8,5,24,30,2,11,36,21,1, , , , ,1,1, , ,1,9
142,R_2Xb3flxdht89dqc,1,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,4,4,4,4,4,4,4,4,18,35,21,28,31,37,19,26,8,23,36,32,10,16,4,22,5,40,6,15,39,14,20,34,30,13,25,24,9,3,12,17,27,33,7,11,29,2,38,1,41,2,24, , , , ,1, , ,1,4
143,R_21gmR6tU4vgMZlx,1,1,6,7,5,3,5,4,6,4,5,2,4,5,6,4,5,5,2,6,3,7,3,4,5,3,6,6,4,4,3,4,7,2, ,6,6,4,5,5,3,3,4,36,15,26,17,39,28,6,27,40,1,19,30,13,35,3,22,32,14,34,16,24,20,18,10,21,31,41,4,2,7,37,8,25,5,29,12,23,9,38,33,11,1,22, , ,1, , , , ,1,3
144,R_25BzDosIRKIm15q,1,1,6,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,1,1,1,1,2,2,2,1,2,1,1,3,1,1,2,2,2,4,4,4,4,4,4,4,4,31,38,25,17,21,30,9,2,1,7,27,14,28,18,5,11,39,16,20,15,33,4,19,41,36,8,24,12,22,40,34,26,13,10,29,23,6,32,35,3,37,1,38, , , , ,1, , ,1,20
145,R_3fJi93FVQsnp0pK,1,1,5,3,4,4,3,5,5,4,4,3,4,6,5,6,4,3,3,5,5,3,5,5,4,3,5,2,6,4,5,5,3,4,2,4,4,3,3,6,6,4,5,19,30,13,21,16,6,32,22,20,40,41,26,1,27,4,34,37,39,12,28,35,11,17,14,2,38,3,7,15,8,29,5,36,25,9,23,24,10,18,33,31,2,23, , ,1, , , , ,1,6
146,R_9sQ6bOOkyOkzfA5,1,1,7,7,6,6,7,7,7,7,7,6,5,6,6,7,7,7,1,2,2,3,3,4,1,4,3,2,1,3,2,1,2,4,2,7,4,4,5,4,5,4,5,11,37,26,10,14,29,3,27,19,32,35,21,31,22,38,8,28,5,15,20,16,39,17,25,24,41,4,34,9,2,18,33,12,7,23,1,30,6,40,13,36,2,57, , , ,1, , , ,1,33
147,R_2rkpF7faBJlKioa,1,1,6,7,7,7,6,7,6,6,6,7,6,6,6,6,7,6,1,3,2,2,1,2,3,3,2,3,2,3,1,1,2,3,3,4,4,4,4,4,4,4,4,6,33,41,32,30,40,13,31,11,27,12,4,38,7,3,29,18,34,1,2,24,26,14,15,22,10,5,21,39,25,28,9,23,20,36,8,37,16,19,35,17,1,28, , , , ,1, , ,1,10
148,R_1LOKVFlmEqFiBWW,1,1,5,5,6,5,5,6,3,5,5,4,3,4,4,6,6,6,5,5,3,6,3,3,5,3,4,6,3, ,5,3,6,6,6,3,6,4,6,6,5,5,5,24,35,1,17,10,39,3,38,14,29,23,12,19,21,20,8,32,40,18,36,41,33,26,15,34,13,28,27,30,9,31,5,2,37,6,7,25,11,4,16,22,1,28, , , ,1,1,1, ,1,8
149,R_1PZZ3j2HbT0yRIo,1,1,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,3,2,1,1,1,1,1,2,3,1,2,1,2,4,4,4,4,4,4,4,4,41,36,23,20,5,32,14,17,3,29,4,1,31,15,7,24,2,16,34,10,37,33,13,9,6,12,39,38,27,21,22,11,26,28,18,19,25,40,30,35,8,2,58, , , ,1, , , ,1,35
150,R_3hzHZ4gyK1YXAuz,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,2,5,4,4,7,7,4,5,7,36,18,34,20,11,8,13,38,4,10,40,2,35,25,23,37,33,17,30,19,3,1,7,14,24,28,16,41,22,12,29,21,6,32,9,39,15,26,5,31,27,2,43, , , ,1, , , , ,14
151,R_2zCn35EkMEwIZH7,1,1,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,4,4,4,4,4,4,4,4,13,38,33,10,39,15,24,4,3,25,2,26,21,41,7,35,18,1,14,29,36,22,5,28,8,32,34,9,12,40,37,31,30,16,11,23,20,27,6,19,17,2,37, , , , ,1, , ,1,16
152,R_YaJioUhagjOjtjH,1,1,7,7,6,5,5,7,6,6,7,7,7,7,6,7,7,7,1,1,1,1,2,3,3,1,1,1,1,3,1,1,2,2,1,4,4,4,4,4,4,4,4,23,39,2,28,19,7,31,27,5,8,40,9,29,6,21,35,4,10,22,3,38,26,14,20,33,1,24,17,25,13,41,18,36,15,11,37,32,30,12,34,16,1,42, , , ,1, , , ,2,15
153,R_2OMxXbuHiYfxz3K,1,1,7,6,6,5,7,7,6,5,6,7,7,7,7,6,6,6,2,3,1,3,2,3,1,2,1,1,1,2,2,1,2,3,1,4,4,4,4,4,4,4,4,10,15,30,33,31,9,6,22,24,39,37,17,8,29,35,27,38,16,12,5,3,23,41,25,28,18,13,34,32,1,40,21,26,2,4,19,36,20,14,11,7,2,41, , , , ,1, , ,2,20
154,R_2Pp3G1pkjqbZ7Aa,1,1,6,7,7,7,6,7,7,7,6,7,5,7,7,7,7,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,6,4,4,4,4,4,31,8,41,2,39,14,5,21,12,29,9,6,7,40,10,20,32,1,28,34,13,15,4,33,3,35,36,38,37,23,30,26,16,11,24,22,19,17,27,18,25,2,33, , , , ,1, , ,1,3
155,R_12bDJ4AWU8DmAU4,1,1,6,6,7,6,6,7,7,6,6,7,7,6,7,7,7,7,1,2,1,2,2,2,2,1,2,3,1,2,1,1,2,2,2,4,4,4,4,4,4,4,5,26,25,7,10,37,27,39,34,28,14,20,12,21,38,40,19,17,29,13,23,35,18,15,6,8,36,41,24,16,30,9,11,3,2,33,32,4,1,22,31,5,2,25, , , , ,1, , ,3,2
156,R_XRJudZaiE25kGpX,1,1,6,6,4,5,5,5,5,5,5,6,5,6,7,5,6, ,3,3,6,4,5,2,5,6,4,6,6,3,4,5,2,4,4,5, ,5,6,6,6,5,6,31,12,40,32,41,1,35,7,5,28,27,23,9,39,26,3,18,20,36,34,37,21,25,6,19,29,8,33,4,30,24,11,16,22,17,13,2,38,14,10,15,2,25, , , ,1, , , ,1,2
157,R_32WSim8Jd184xA3,1,1,7,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,1,3,1,1,4,2,1,2,1,1,1,2,2,1,2,1,2,4,4,4,4,4,4,4,4,34,11,39,12,15,3,14,4,6,1,26,41,35,31,7,28,8,38,25,18,10,23,29,40,5,17,19,13,27,30,20,2,33,37,36,32,16,21,22,9,24,1,29,1, , ,1,1, , ,1,5
158,R_1d0HVULLGTKLsYq,1,1,6,7,6,6,7,7,7,7,7,7,7,7,3,7,7,7,1,2,1,2,3,2,1,3,3,2,2,3,3,1,2,1,3,4,4,4,4,5,4,4,4,18,33,32,7,37,40,39,17,31,26,30,16,15,41,21,38,8,36,14,13,20,19,5,29,10,2,25,11,28,12,3,23,22,1,35,24,9,6,34,4,27,2,35, , , , ,1, , ,1,14
159,R_2wcwWRhFhxDthZK,1,1,7,7,6,6,6,7,6,6,6,6,7,7,6,6,7,6,2,2,1,1,2,1,1,5,4,1,1,2,2,2,2,1,2,4,4,4,4,4,4,4,4,20,41,16,29,26,9,23,38,14,8,4,27,17,1,3,39,33,35,40,6,32,24,11,34,18,28,21,12,10,13,5,25,15,7,31,2,22,19,37,36,30,1,33, , , ,1, , , ,1,13
160,R_3EngorUcOQqz8rl,1,1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,27,38,39,16,13,12,24,9,28,36,23,33,6,18,35,4,7,32,30,37,20,11,17,40,15,2,22,26,14,31,41,3,10,34,1,5,25,19,21,8,29,1,25, , , , ,1, , ,1,5
161,R_oYKbQBwoFFeCFAR,1,1,6,5,6,6,6,6,6,6,5,6,6,6,6,6,7,6,1,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,27,17,22,1,39,23,40,6,30,16,11,15,26,14,5,32,25,31,18,19,38,9,34,37,20,8,3,28,13,41,7,21,12,4,10,24,29,33,36,2,35,2, , ,1, , , , , ,1, 
162,R_3pu6b4IA2HckRmx,1,1,6,6,7,7,6,6,7,6,4,6,6,6,6,6,7,5,1,2,2,2,2,4,2,2,2,1,2,3,1,2,2,2,2,6,4,5,4,4,4,4,6,24,22,7,11,12,26,23,14,34,31,33,35,9,28,17,41,10,3,32,29,13,25,39,6,15,30,18,20,27,8,38,4,1,36,40,2,37,16,19,21,5,1,38, , ,1, , , , ,1,22
163,R_1Kpvhah6UdgAgTz,1,1,7,6,7,5,7,6,7,6,6,7,7,7,7,7,7,7,1,3,2,2,2,3,3,3,1,2,2,3,2,2,2,3,3,4,4,4,4,4,4,4,4,30,31,34,19,10,13,8,25,18,32,11,2,22,7,6,24,36,38,23,1,33,9,28,4,39,29,17,27,15,37,35,14,5,20,12,40,16,21,26,41,3,1,28, , , , ,1, , ,1,8
164,R_pJXy7PFnivbsSrf,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,1,3,1,2,1,1,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,2,24,8,5,4,18,3,25,16,23,15,1,11,19,9,7,6,10,37,13,32,41,33,40,28,39,21,38,17,20,29,26,14,36,22,34,35,31,27,12,30,1, , , , , ,1, , ,1,13
165,R_3QRWLmWKFNOnTR5,1,1,6,7,7,7,7,6,6,7,6,7,7,6,6,7,6,6,6,7,6,7,7,7,6,7,6,7,6,7,7,6,2,7,6,7,7,7,6,6,7,6,7,38,29,39,35,22,25,23,26,13,17,3,37,30,28,32,34,11,41,18,1,31,14,9,8,40,5,27,24,21,7,10,6,4,15,36,33,2,20,19,16,12,2,35, , , , ,1, , ,1,6
166,R_2RQv5MHFSxoQMQD,1,1,4,5,4,4,3,3,5,3,4,4,5,4,5,4,2,5,4,5,4,4,5,3,4,3,5,4,3,3,3,3,2,3,5,3,5,5,3,5,3,3,3,9,7,32,39,38,15,22,20,23,18,3,37,10,40,17,29,34,4,30,28,24,2,26,1,33,19,5,16,27,35,41,12,36,11,25,6,13,21,14,31,8,2,45, , , , ,1, , ,1,8
167,R_3lFeUiozwrKOitT,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,2,3,3,1,1,2,1,2,1,2,2,2,1,4,4,4,4,4,4,4,4,33,1,2,30,15,31,13,9,40,3,39,32,37,10,38,34,25,24,26,20,19,22,35,12,14,29,6,11,4,8,23,18,7,36,17,16,41,27,28,5,21,2,41,1, , , ,1, , ,1,21
168,R_enWmuLIAuXH0bTj,1,1,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,2,2,2,3,2,2,1,1,2,1,2,2,7,2,4,4,4,4,5,4,5,5,4,40,2,38,30,14,23,15,32,25,28,1,29,7,17,16,21,19,20,9,27,26,34,33,39,5,31,18,10,35,37,6,36,12,41,13,24,8,3,22,11,1,31, , , , ,1, , ,2,2
169,R_3IbEjj2LmNknKQ3,1,1,7,6,6,7,7,6,6,7,7,7,7,7,6,7,7,6,1,2,2,1,6,2,2,1,2,1,1,2,1,1,2,2,2,7,7,7,7,7,7,7,7,29,37,40,26,6,30,17,10,20,11,3,15,38,18,35,22,31,21,36,1,33,8,41,19,12,14,39,9,2,23,13,4,5,25,7,32,24,28,16,27,34,1,55, , , , ,1, , ,1,35
170,R_6mnD5DidlAUnQY1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,1,2,1,1,2,2,2,1,1,1,1,3,1,1,2,2,1,7,7,7,7,7,7,7,7,7,27,39,30,3,32,2,34,35,5,10,38,40,14,15,36,1,6,16,31,23,24,25,18,26,37,22,8,13,19,41,28,17,12,29,4,11,21,33,20,9,1,35, , , , ,1, , ,1,10
171,R_269f1qVHdaWxrXu,1,1,4,4,7,6,5,5,6,6,5,6,6,4,5,6,5,6,6,6,5,4,7,5,5,7,6,5,6,6,5,6,4,4,6,7,7,4,5,5,6,5,7,31,30,4,11,32,8,9,28,2,3,18,20,37,26,29,16,40,33,10,1,17,23,15,27,5,24,36,13,19,22,25,7,35,41,12,38,14,6,21,39,34,1,25, , , , ,1, , ,1,8
172,R_AmLXxuX7sz3dYeB,1,1,6,5,6,6,6,6,6,5, ,6,6,6,6,6,6,6,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,3,2,4,4,6,6,5,4,4,6,25,12,22,17,29,1,36,6,8,16,23,21,20,9,3,26,37,5,10,38,33,27,4,41,11,35,39,13,14,15,30,34,19,40,31,2,18,7,28,32,24,1,30, , , , ,1, , ,1,12
173,R_1Kxx7uJnU6yn1rl,1,1,6,6,6,5,6,6,6,6,7,6,6,6,6,6,7,7,1,2,2,3,2,2,2,2,2,2,2,2,6,2,2,1,2,4,4,5,4,4,5,5,2,31,13,22,8,10,33,7,4,23,26,28,24,12,41,32,11,40,17,21,29,20,34,5,30,9,38,3,25,18,14,15,39,37,16,35,1,27,36,2,6,19,2,26, , , , ,1, , , ,3
174,R_3ExPLR0WsnmU1WR,1,1,6,6,7,6,7,7,6,7,7,7,7,6,6,6,7,7,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,5,13,40,9,32,21,10,31,1,20,19,38,28,7,22,24,30,29,23,12,11,25,6,4,27,14,26,34,36,3,37,17,33,39,35,2,16,18,41,8,15,5,2,35, , , , ,1, , ,1,16
175,R_28LGk8NWMXGHg4n,1,1,5,3,6,5,4,5,4,4,6,6,5,5,5,4,4,4,6,5,5,6,3,6,5,4,5,4,5,5,6,5,2,5,5,4,4,6,5,5,6,5,3,18,31,8,14,4,24,3,27,7,35,9,28,41,25,38,40,15,5,20,36,26,19,21,10,16,11,6,1,13,12,30,23,37,2,32,34,33,39,17,22,29,2,31, , , , ,1, , ,2,5
176,R_sSyQ4AEE0IZq7jH,1,1,6,7,7,6,6,7,6,6,6,7,7,6,6,7,7,7,1,5,1,2,2,2,3,3,1,2,1,3,2,2,2,3,2,4,4,4,4,4,4,4,6,2,1,8,7,13,16,20,34,35,21,19,36,41,38,22,6,29,9,11,32,25,24,31,14,15,17,4,12,37,30,27,5,18,40,39,33,26,10,23,28,3,2,36, ,1, , , , , ,1,18
177,R_3mmIqlFq2FXO5Rn,1,1,5,5,5,6,7,7,6,5,6,7,5,6,6,7,6,6,1,1,2,2,3,3,3,2,1,3,1,3,2,2,2,1,2,4,4,4,4,4,4,4,4,18,21,24,6,36,13,33,22,27,25,31,28,17,11,32,12,26,4,23,8,35,38,14,2,41,20,40,39,10,37,5,30,29,3,15,19,9,1,16,7,34,2,36, , , , ,1, , ,2,20
